cluster_id	questions	answers
cluster-714	what was paul revere first wife name?	sarah orne
cluster-312	what are the official languages in the netherlands?	https://en.wikipedia.org/wiki/dutch_language
cluster-241	where did coretta scott king go to school?	https://en.wikipedia.org/wiki/antioch_college
	what school did coretta scott king go to?	https://en.wikipedia.org/wiki/dillard_university
cluster-3455	what was st anne's son's name?	
cluster-3411	when did english become an official language in zimbabwe?	
cluster-1469	who bought the louisiana from france?	https://en.wikipedia.org/wiki/thomas_jefferson
cluster-1101	what is the stadium that held the 1998 world cup in france called?	https://en.wikipedia.org/wiki/stade_de_france
cluster-2867	who was the confederate commander during the battle of fort sumter?	https://en.wikipedia.org/wiki/robert_anderson_(civil_war)
cluster-1977	which brother of michael jackson died before him?	brandon jackson
cluster-2333	what ocean borders macon georgia?	
cluster-3265	what was the first battle between us and germany?	https://en.wikipedia.org/wiki/battle_of_the_atlantic
cluster-494	when did edward jenner discover the small pox vaccine?	1796-05-14
cluster-1524	what disease did jett travolta have?	https://en.wikipedia.org/wiki/kawasaki_disease
cluster-3487	what is the 2nd smallest country in europe?	https://en.wikipedia.org/wiki/monaco
cluster-1432	which musicians died during 2007?	https://en.wikipedia.org/wiki/michael_brecker
	who are the musicians who died in 2007?	https://en.wikipedia.org/wiki/alice_coltrane
	which musicians passed away during 2007?	https://en.wikipedia.org/wiki/sneaky_pete_kleinow
cluster-1806	what is the largest state south of canada in the us?	https://en.wikipedia.org/wiki/texas
cluster-1812	who was president in mexico in 1999?	https://en.wikipedia.org/wiki/ernesto_zedillo
cluster-1697	what is the largest organ of the digestive system?	https://en.wikipedia.org/wiki/liver
cluster-2019	what was the security council of the united nations?	https://en.wikipedia.org/wiki/united_kingdom
	what organ of the digestive system is considered the largest orgaon?	https://en.wikipedia.org/wiki/united_states
		https://en.wikipedia.org/wiki/russia
		https://en.wikipedia.org/wiki/france
		https://en.wikipedia.org/wiki/china
cluster-1045	mother and father of eli whitney?	eli whitney sr.
		elizabeth fay
cluster-3040	which is the oldest university of europe?	https://en.wikipedia.org/wiki/university_of_bologna
cluster-3577	what is the population for north las vegas in nevada?	https://en.wikipedia.org/wiki/north_las_vegas,_nevada
cluster-3731	which president was born in ohio?	https://en.wikipedia.org/wiki/william_henry_harrison
cluster-915	what age did jim thorpe die at?	65 years
cluster-3106	when did the philippines become an independent nation?	1946-07-04
cluster-2514	who won oscar for supporting actress 1986?	https://en.wikipedia.org/wiki/anjelica_huston
cluster-527	what team does steven stamkos play for?	https://en.wikipedia.org/wiki/tampa_bay_lightning
cluster-1938	what are roberto clementes siblings names?	anairis clemente
	what is the name of roberto clemente siblings?	rosa oquendo
	what are the names of roberto clementes siblings?	andres clemente
	what were the names of roberto clmente siblings?	justino clemente
	what is roberto clementes siblings name?	osvaldo clemente
cluster-2544	what is the smallest state in the northeastern?	https://en.wikipedia.org/wiki/rhode_island
cluster-1028	what river runs along eastern border of missouri?	https://en.wikipedia.org/wiki/mississippi_river
cluster-1470	when did hitler die?	1945-04-30
cluster-3511	what age did yandel get married?	27 years
cluster-1789	what is the country that borders both morocco and tunisia?	https://en.wikipedia.org/wiki/algeria
cluster-2532	where was hattie mcdaniel buried at?	https://en.wikipedia.org/wiki/angelus-rosedale_cemetery
cluster-2382	name of mccain's daughter?	https://en.wikipedia.org/wiki/meghan_mccain
cluster-1499	what are the 10 largest cities in the great lakes basin?	https://en.wikipedia.org/wiki/milwaukee
	what is john mcain's daughter name?	https://en.wikipedia.org/wiki/hamilton,_ontario
		https://en.wikipedia.org/wiki/detroit
		https://en.wikipedia.org/wiki/chicago
		https://en.wikipedia.org/wiki/toledo,_ohio
		https://en.wikipedia.org/wiki/toronto
		https://en.wikipedia.org/wiki/gary,_indiana
		https://en.wikipedia.org/wiki/duluth,_minnesota
		https://en.wikipedia.org/wiki/london,_ontario
		https://en.wikipedia.org/wiki/st._catharines
cluster-2704	which is the world's tallest building ever existed?	https://en.wikipedia.org/wiki/burj_khalifa
cluster-2097	where did george washington live when he was elected president?	https://en.wikipedia.org/wiki/westmoreland_county,_virginia
cluster-3904	what kind of food do turkey eat?	https://en.wikipedia.org/wiki/turkey_(bird)
cluster-2663	what year did martin luther king jr get arrested in birmingham?	1963
cluster-2622	where is yale collage at?	https://en.wikipedia.org/wiki/new_haven,_connecticut
cluster-1307	when did george washington win the battle of trenton?	1776
cluster-3165	who is trina duncan?	
cluster-3963	the first man to step on the moon was?	https://en.wikipedia.org/wiki/neil_armstrong
cluster-304	what is the postal code of lahore in the region of johar town?	54000
cluster-3604	who did the baltimore ravens beat in the super bowl?	https://en.wikipedia.org/wiki/san_francisco_49ers
cluster-1302	where is yolanda king buried at?	
cluster-1133	what country lies directly north of china and separates it from russia?	https://en.wikipedia.org/wiki/mongolia
cluster-2390	greece was occupied by germany in what year?	https://en.wikipedia.org/wiki/axis_occupation_of_greece
cluster-1246	what was george washingtons position in society?	https://en.wikipedia.org/wiki/president_of_the_united_states
cluster-3690	who are the first three presidents of the us?	https://en.wikipedia.org/wiki/thomas_jefferson
	who are the first 3 presidents of the us?	https://en.wikipedia.org/wiki/john_adams
		https://en.wikipedia.org/wiki/george_washington
cluster-2857	who is the farther of prince charles?	https://en.wikipedia.org/wiki/prince_philip,_duke_of_edinburgh
cluster-748	who is avi married to?	linda cruise wright
cluster-1694	what are the names of amy and dans parents?	arthur trent
	amy and dans parents names?	hope cahill
cluster-3437	what was the year the first computer virus invented?	1986
cluster-349	who identified the electron?	https://en.wikipedia.org/wiki/j._j._thomson
cluster-435	what bridge lies between san francisco and marin county california?	https://en.wikipedia.org/wiki/golden_gate_bridge
cluster-1971	who is or was george bush jr's first secretary of defense?	https://en.wikipedia.org/wiki/donald_rumsfeld
cluster-1912	the capital of poland is located on the river?	https://en.wikipedia.org/wiki/vistula
cluster-2056	what is chris allsbergs wifes name?	lisa van allsburg
cluster-2083	who was the president of russia in 1954?	https://en.wikipedia.org/wiki/georgy_malenkov
cluster-1219	what day and year was billy cyrus born?	1961-08-25
cluster-1054	who is jeff probst's wife?	shelley wright
	jeff probst of survior who is he married to?	lisa ann russell
cluster-3030	what was eminem's first song in 1999?	https://en.wikipedia.org/wiki/the_slim_shady_lp
cluster-1360	year was michael irvin drafted?	1988
cluster-181	when and where was julian opie born?	1958-07-19
		https://en.wikipedia.org/wiki/london
cluster-2386	when did hitlers mother die?	1907
cluster-660	what is tanya's youngest daughter called in eastenders?	https://en.wikipedia.org/wiki/abi_branning
cluster-56	what team is blake griffin on in ncaa?	https://en.wikipedia.org/wiki/oklahoma_sooners_men%27s_basketball
cluster-1568	tokyo is the capital city of which country?	https://en.wikipedia.org/wiki/japan
cluster-2561	when did mark twian die?	1910-04-21
cluster-3893	which president had a daughter named caroline?	https://en.wikipedia.org/wiki/john_f._kennedy
cluster-2327	how old are michelle and jum-bob duggar?	50 years
	what age is jim bob and michelle duggar?	51 years
cluster-431	what is the first largest city in rhode island?	https://en.wikipedia.org/wiki/providence,_rhode_island
cluster-2216	when did francis bellamy write the pledge of allegiance?	1892-08
cluster-161	what was edgar allan poes theory on death?	https://en.wikipedia.org/wiki/death_of_edgar_allan_poe
cluster-957	when was the pharaoh king khafre born and when did he die?	-2608
	when was khafre born and die?	-2583
cluster-331	who was george w bush's first secretary of defense?	https://en.wikipedia.org/wiki/donald_rumsfeld
cluster-1687	who is the first born son of john cabot?	https://en.wikipedia.org/wiki/john_cabot
cluster-465	what island in hawaii has the most people?	185,079
cluster-3302	what movies did tom hanks get golden globe nominations for?	https://en.wikipedia.org/wiki/philadelphia_(film)
		https://en.wikipedia.org/wiki/forrest_gump
		https://en.wikipedia.org/wiki/saving_private_ryan
		https://en.wikipedia.org/wiki/sleepless_in_seattle
cluster-3151	what episode on seinfeld did you first hear newman?	https://en.wikipedia.org/wiki/the_suicide_(seinfeld)
cluster-1064	who was the first actress to win the oscar back to back?	https://en.wikipedia.org/wiki/luise_rainer
cluster-2735	what island did james cook land on in 1778?	https://en.wikipedia.org/wiki/hawaiian_islands
cluster-1529	what position on the football pitch is wayne rooney?	https://en.wikipedia.org/wiki/forward_(association_football)
cluster-611	who are zachary taylor's siblings?	https://en.wikipedia.org/wiki/joseph_pannell_taylor
cluster-1915	what year jkf assassinated?	1963-11-22
cluster-382	where was alfed wegener born?	https://en.wikipedia.org/wiki/berlin
cluster-440	who were albert einstien's siblings?	maja einstein
cluster-3931	when did alexander cader die?	1976-11-11
cluster-2222	which president died in their bathtub?	https://en.wikipedia.org/wiki/william_howard_taft
cluster-1244	which river separates manhattan and new jersey?	https://en.wikipedia.org/wiki/north_river_(hudson_river)
cluster-3215	what year did louis arrmstrong die?	1971
cluster-2786	what was the name of the black eyed peas newest album?	https://en.wikipedia.org/wiki/the_beginning_(the_black_eyed_peas_album)
cluster-644	what killed edgar allan poe's birth mother?	https://en.wikipedia.org/wiki/tuberculosis
cluster-3720	when was the first president of mexico become president?	1824
cluster-2986	what is the land that divides spain and france?	https://en.wikipedia.org/wiki/france%e2%80%93spain_border
cluster-118	who built the merlion statue in singapore?	lim nang seng
cluster-3675	lincolns mom died of what?	https://en.wikipedia.org/wiki/milk_sickness
cluster-3861	what year did jane addams win nobel peace prize?	1931
cluster-1457	what is obama's youngest girl name?	sasha obama
cluster-510	which is the largest metro city of india area wise?	https://en.wikipedia.org/wiki/delhi
cluster-852	what country shares a common border with china?	https://en.wikipedia.org/wiki/mongolia
cluster-6	what was the name of elvis's first movie?	https://en.wikipedia.org/wiki/love_me_tender_(film)
cluster-1844	when is the birthday of sephiroth from the game final fantasy 7?	
cluster-383	when did cleopatra and ceasar's relationship start?	-0046
cluster-3481	who was the first female governor of a us state?	https://en.wikipedia.org/wiki/nellie_tayloe_ross
cluster-2709	when did john f k get married?	1953-09-12
cluster-1959	when is drake birthday?	1986-10-24
cluster-1476	when did michael jackson first start a band?	1964
cluster-62	what did ava gardner die from?	https://en.wikipedia.org/wiki/pneumonia
cluster-3801	when was sweet home alabama filmed?	2002
cluster-3168	what is jason aldeans nick name?	https://en.wikipedia.org/wiki/jason_aldean
cluster-2538	who was anne hutchi son?	https://en.wikipedia.org/wiki/anne_hutchinson
cluster-3786	what is jordan's older son's?	https://en.wikipedia.org/wiki/jeffrey_jordan
cluster-3279	when is obama's first daughter birthday what month?	1998-07-04
cluster-3109	what was the year william howard taft ran for president?	1909
cluster-605	what is the us largest river?	https://en.wikipedia.org/wiki/missouri_river
cluster-1950	john trovolta and jame lee curtis starred in this movie?	https://en.wikipedia.org/wiki/perfect_(film)
cluster-2221	where did david beckham go to school when he was a child?	https://en.wikipedia.org/wiki/chingford_foundation_school
	john travolta and jamie lee curtis were actors in this film?	chase lane primary school
cluster-3467	who won the stanly cup in 1972?	https://en.wikipedia.org/wiki/boston_bruins
cluster-2081	what number is alabama in largest states?	30
cluster-3303	what was marlon brando's first oscar win?	https://en.wikipedia.org/wiki/the_godfather
